text,sentiment
Quando eu to inspirado o eduroam me tomba,negative
@lupacini como conecta na eduroam nunca tentei,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
eduroam nao pega no lab😭,negative
nem o eduroam ta tankando essa ultima semana e eu deveria tankar????,negative
"simplesmente a eduroam decidindo morrer em todo final de semestre,  pqp",negative
eduroam lixo n deixa eu jogar termo no meio da aula,negative
volte eduroam,negative
"""Só o Eduroam traz internet a todos os campi, mas quando a Unicamp precisa mais dele, ele desaparece.""",negative
Cadê o eduroam????,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
james webb upando a foto pelo eduroam,neutral
Eduroam não falhe comigo agora,negative
"agora é sério 

precisamos falar sobre como o eduroam tá uma *merda* tem mais de duas semanas, não tá dando pra abrir o e-mail quem dirá assistir uma aula on-line

sinceramente que humilhação",negative
eduroam seu preconceituoso deixa eu me conectar,negative
"que saudade da minha ex

ex conexão de Internet wifi gratuita e funcional eduroam",positive
eduroam não conecta com o logim da federal mas com da usp sim amo os mimos de estar nesses dois mundos,positive
bate um vento e o eduroam cai,negative
O eduroam me taxou,negative
@giu_ferreiras Eduroam tá maluco filho,neutral
legal que hoje o eduroam morreu e não dá pra logar nos pcs também,negative
"RT @stiufrn: Vocês pediram e a gente fez! 💙⠀

Tutorial quentinho para quem quer se conectar na rede Eduroam e não faz a menor ideia como.…",positive
"Vocês pediram e a gente fez! 💙⠀

Tutorial quentinho para quem quer se conectar na rede Eduroam e não faz a menor ideia como. 

Fizemos um vídeo para todos os usuários, os androiders, os iosers, o pessoal no Windows e a galera do Linux.⠀

https://t.co/ZJP4QUW0D5",positive
impossível trabalhar na faculdade com esse eduroam na velocidade de uma carroça,negative
n sei se o problema tá no meu notebook ou no eduroam que nervous,negative
eduroam seu sonho de criança é ser uma internet boa né,negative
deixei de dormir p vir estudar e o eduroam nao tava funcionando quem amou,negative
Eduroam se vc fosse um Wi-Fi de qualidade qual vc seria,negative
Eu odeio o eduroam,negative
mais um dia sendo deixado na mao pelo eduroam,negative
@giu_ferreiras O eduroam chegando a lugares inimagináveis. Mais uma vez a subprefeitura fazendo tudo 👏👏👏👏,positive
"@maryoldmoney não OUSE maldizer minha eduroam

Na minha casa
┃┃╱╲ eu e minha família
┃╱╱╲╲ servimos
╱╱╭╮╲╲ a eduroam
▔▏┗┛▕▔
╱▔▔▔▔▔▔▔▔▔▔╲
╱╱┏┳┓╭╮┏┳┓ ╲╲
▔▏┗┻┛┃┃┗┻┛▕▔",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Eduroam maravilhoso nunca me decepcionou funciona no teatro feevale,positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"RT @un0riginalangel: eduroam 

e duro am

é duro an? 😏",neutral
"RT @un0riginalangel: eduroam 

e duro am

é duro an? 😏",neutral
"RT @un0riginalangel: eduroam 

e duro am

é duro an? 😏",neutral
"RT @un0riginalangel: eduroam 

e duro am

é duro an? 😏",neutral
"eduroam 

e duro am

é duro an? 😏",neutral
"Além das várias coisas que estudantes sofrem  em conjunto, uma que une a todos nós é odiar EDUROAM https://t.co/iuIo5fToba",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
@aprilsucker Eduroam sempre foi homofóbico,negative
RT @mafezinho: eduroam eu te odeio,negative
Eduroam eu te odeio,negative
"eduroam se vc fosse uma internet decente, qual você seria?",negative
a quem interessa o eduroam não funcionar HOJE,negative
caras eu simplesmente n consigo mais conectar meu pc no eduroam acho q a unesp eh homofóbica,negative
o senhor vai me desculpar mas o senhor não pode colocar o nome do seu filho de eduroam,neutral
circular eu te dou 6 minutos pra chegar na usp preciso do eduroam,positive
chuva cai e eduroam cai também,negative
@baraxuxu eu fiz a minha no eduroam,neutral
"a rede eduroam é um caso enorme de amor e ódio, 70% do tempo ela não pega ou tá péssima e 30% ela tá uma belezinha mesmo que esteja pocando de gente conectada",neutral
"Eduroam hj me rendeu dois diálogos completamente ABLUBLUBLRBLIBEIDWJSBBLEBLEBB  por mandar msg fora de ordem, n mandar msg certa puro caos",neutral
Vitória do dia: eduroam configurado no cel. Pra compensar dps fomos perseguidas por abelhas pretinhas aquelas de doce por uns 10min e eu fiquei pelada na Unicamp na frente do ponto de ônibus pq elas tavam grudadas na minha blusa e eu só arranquei kkk what a day,positive
a internet pra download do eduroam eh miseros 1mb/s... quanta pobreza,negative
"Brasiliana hoje

- eduroam VELOZ 🏎: 10
- muito confortável tudo moderno (tomada na mesa) e tem umas poltronas que dá pra ficar: 10
- não é tão silencioso e de tarde vc pode ficar sem lugar: 6
- longe da fea, perto do ponto e bandeco: 6
- banheiro e dogão não mt perto: 7

NF: 7,8",positive
"Como aqui a coisa é séria, seguiremos alguns critérios de igual peso.
- Internet (eduroam)
- Conforto
- Silêncio / Pessoas
- Localização 
- Facilidades https://t.co/3qL9vBvp09",neutral
o quão perto moro da ufsc? baixo torrent no eduroam!,positive
bora eduroam colabora aí,negative
Consegui comprar o promo do inter usando a eduroam na CAD/CAM. Me sinto mais forte do nunca agora,positive
vim pra ufscar estudar na bco e o eduroam não tá pegando 😭,negative
Internet Eduroam CEU - Realizado uma nova disposição dos pontos de acesso sem fio e adicionado mais 04 roteadores sem fio na Casa do Estudante.,positive
Eduroam se vc fosse uma rede de Wi-Fi qual você seria?,negative
como q joga lol pelo eduroam? alguma diquinha?,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
eu a conectar me automaticamente à eduroam da FCUP 😎,positive
RT @dprfocus: vai toma no cu eduroam internet do caraio,negative
vai toma no cu eduroam internet do caraio,negative
Caô o eduroam cair na hora da aula,negative
o eduroam não voltou ainda?,neutral
Maldita eduroam da ufmg pq não aceitastes meu login de outra uf ??? Hein ???,negative
Pq o eduroam é maravilhoso no IAG e uma bosta completa na química? Estão nos boicotando!!!!!!!!,neutral
dou graças a deus por não precisar do eduroam todo dia pq eu quando eu preciso puta q pariu,negative
Fico besta como a eduroam é uma merda,negative
meu filho vai ter nome de santo (eduroam),neutral
aparentemente o fio que liga a dm do instagram é o mesmo que liga o Eduroam,neutral
@helEdiego esse eduroam é um divo msm compartilha a internet dele para todas as publicas do brasil,positive
vejo tiktok na internet do eduroam mesmo!!! viva a educação,positive
@viquetorta @tatiaaaneee No IG o eduroam tá normal,positive
tem algum lugar na usp que tenha uma internet que não é eduroam? pq essa porra não conecta NUNCA no meu computador 😭,negative
saudade do eduroam pqp,positive
eduroam por favor funcione eu gastei toda meu 3g já esse mês 😭😭😭😭😭😭😭,negative
quando eu me formar eu vou perder o eduroam?,neutral
RT @mafezinho: eduroam eu te odeio,negative
eduroam eu te odeio,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
eduroam ta pior que vodafone fds,negative
"RT @_jjpeg: pessoal da unicamp, como estagiário do centro de computação, falo em nome da universidade:

estamos sem eduroam porque uma rata…",negative
"pessoal da unicamp, como estagiário do centro de computação, falo em nome da universidade:

estamos sem eduroam porque uma ratazana roeu os fios que passam pelo porão da FE. os técnicos já estão trabalhando para resolver o problema 👍",negative
Muita humilhaçao nao conseguir conectar no eduroam,negative
a quem interessa o nao funcionamento do eduroam??,negative
"@alisson_eumesmo serve p conectar tanto na eduroam, quanto na ufpbsemfios",neutral
eai pessoal da comp ngm vai concertar esse eduroam não,negative
@memoleeeeee Tbm achei kkkkkkkkk e por incrível q pareça era aquela do if a eduroam,neutral
RT @Giivay: Eu te odeio wi-fi eduroam eu te ODEIO,negative
"Que a eduroam na biblio funcione sem ser de vez em qnd?
Sim, não era pedir muito... https://t.co/d6U6ZxJFbN",negative
eduroam poque faz isso cmg ?,negative
Aí hj o eduroam não tá funcionando e fui obrigada a prestar atenção na aula,negative
"RT @red00sbitch: eh mais fácil vencer na vida na base da meritocracia doq conectar o notebook na rede do eduroam 
se fude viu",negative
"eh mais fácil vencer na vida na base da meritocracia doq conectar o notebook na rede do eduroam 
se fude viu",negative
"@dash_stardust Sempre foi decadente. BUT, vc pode tentar montar um acampamento perto de um roteador ou fazer amizade com o eduroam.",negative
@pretinhadopery não porque O FIO que liga o eduroam foi rompido!,negative
Eduroam me deixa tweetar pelo amor de deus,negative
Que Deus (e o 4G//Eduroam) nos abençoe nessa prova de civil 🙌🏾,neutral
toda vez essa humilhação pra entra no eduroam,negative
"@gabidelavald Vc tá seguindo aquele tutorial q eles disponibilizam no site da unicamp?
conectei o mac na eduroam seguindo o tutorial faz pouco tempo e deu bom",positive
me sentindo em 2012 ouvindo música baixada pq o eduroam não tá funcionando,negative
"To tentando conectar no Eduroam, ele fica escrito ""Acesso cheio""
Até o wifi dessa faculdade é limitado
Vou ter q começar a chegar cedo pra conseguir conectar na internet e comprar marmita, pq tem mais  aluno do q wifi e comida na unesp",negative
"MANO EU CONSEGUI CONECTAR NO EDUROAM, DEPOIS DE UM ANO NO IFSC ALGUEM ME FALOU QUE ERA SO EU USAR MEU NUMERO USP",positive
"Eduroam da desgraça

FUNCIONA INFERNO PELO AMOR DE DEUS",negative
"Eduroam pfvr funcione, preciso trabalhar",negative
"eduroam se você fosse uma rede de wifi decente, quem você seria?",negative
moodle e eduroam indo de base no mesmo dia,negative
Eu te odeio wi-fi eduroam eu te ODEIO,negative
O wi-fi aqui de casa pior q o eduroam,negative
meu deus que tristeza  quando estou em casa e a internet para de funcionar não posso mudar do acesso livre para eduroam 😭😭😭😭,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"galera que tá na Unicamp, vcs tão conseguindo usar o eduroam?",neutral
35minutos tentando entrar no bandejão pq nenhum eduroam ou AP tava funcionando no meu celular,negative
Eduroam funcionando com net discada hoje,negative
Fiz o eduroam funcionar https://t.co/UXsZtfPdtU,positive
"eduroam preconceituoso não quer conectar no meu celular de jeito nenhum, falando que o usuário do sigaa tá errado, ver se pode uma armada dessa https://t.co/8QhhCqltAj",negative
eduroam se vc fosse uma Internet q funcionasse qual vc seria,negative
Muito legal depender do Eduroam pra trabalhar 🥳🥳🥳,positive
"As vezes eu reclamo do eduroam
Mas começo a dar valor de verdade quando volto pra casa e passo tanta humilhação com a internet da minha mãe",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Me diga onde estás usp q irei invadir pra usar o eduroam deles,positive
Necessito de um acesso à Eduroam/Universidade do Porto/ 😬 para ter acesso a Wi-fi neste internamento no #SPASJoão agradeço em dobro,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
eu quando percebi que o eduroam não deixa baixar pdf e mobi pirata do zlib https://t.co/Lq6bLLQhZv,neutral
Meu 4G tá com sinal péssimo mas tá melhor que o Wi-Fi eduroam https://t.co/JmNAOiMCQt,negative
Essa semana fiquei putasso pq o eduroam não entrava nos futemax da vida. https://t.co/qBalTFg30R,negative
quem é esse eduroam ele esta solteiro??,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
desligaram o fio da internet do eduroam,negative
eduroam pega absurdamente bem na área norte,positive
Conectado no Eduroam da Uni!!! Ainda sou digno.,positive
nao importa a faculdade o eduroam sempre vai ser uma merda,negative
as vezes eu lembro que a eduroam bloqueava o site de amor doce em 2018 e dou sinceras risadas,neutral
"hj meu café tava gostosinho, consegui chegar a tempo de estudar mais um pouco antes da prova i o eduroam tava funcionando na salinha, o q pode dar errado?????? *olho tremendo*",positive
"Entra ano 
Sai ano
E o Eduroam nunca fica bom",negative
@lucasldsouza o eduroam respirando por aparelhos coitado,negative
hj meu wifi ta pior do que um eduroam,negative
Kkkkkkkkk meu eduroam conectando na França https://t.co/yBsBSFcIVy,positive
"RT @artemisia_j: Do nada na Alemanha conectou o eduroam 
Que???????????
Como que isso funciona???????????????????",positive
"Do nada na Alemanha conectou o eduroam 
Que???????????
Como que isso funciona???????????????????",positive
Acabei de lembrar que a minha senha do eduroam do IF era mcnegoban kkkkkkkkk https://t.co/MBRnkJd9vR,neutral
eduroam foi com deus,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
quando eu tento estudar e fazer as atividades atrasadas o eduroam nao quer conectar no meu computador,negative
Tem eduroam aqui tbm mt bom,positive
"ai que saudade da redeufsc, essa eduroam é uma bosta",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
@_mariakg kkkkk eduroam salva sempre,positive
tem eduroam no starbucks de copacabana 😭😭😭 https://t.co/ps0Ttjfra6,positive
meu sonho era a senha do eduroam,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"Eduroam desistiu da vida neh amor
Até ela tá cansada no fim do semestre",negative
Tornar-se adulto é trocar “minedu” por “eduroam”,positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"professor: podem começar a prova

eduroam: https://t.co/NnOFBIyAId",negative
Esse inferno de Eduroam não conecta no meu notebook 🤬,negative
alguém aqui lembra como que conecta o eduroam?,neutral
"carai eu tava dentro do onibus passando em frente ao observatório da ufg, aql do mutirama, e o eduroam conectou, que wifi pica",positive
nao acreditooo  q conswgui conectar na eduroam.... okg,positive
hoje a eduroam não tá colaborando muito,negative
não sei mais me conectar no eduroam,neutral
Eduroam contra a educação,negative
RT @joevcs: Tem eduroam no meio do Sarandi. Do nada conectou,positive
Tem eduroam no meio do Sarandi. Do nada conectou,positive
@nathanferreirax Eduroam é uma merda em qualquer faculdade pelo jeito,negative
eduroam funciona melhor na ufmg do que na unesp,neutral
"Semana do Jornalismo tá me consumindo tanto que eu nem tô com tempo mais pra entrar no Twitter. 

Realidade: meu 4G acabou e o Eduroam é uma MERDA",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"@Rei_naldo_Rodri não sei se daria tempo de chegar, mas a vez que fiz uma sessão na USP foi na Praça do Relógio onde pegava bem o eduroam",positive
como assim o eduroam não pega em sorocaba?,neutral
eduroam pq vc nao ta rodando bem minhas músicas no spotify posso saber,negative
no caso ainda tem q terminar de baixar daqui a uns 2 dia pq essa porra eh gigante e usando o eduroam é tudo impossivel,negative
Eduroam se vc fosse uma rede wifi qual você seria?,negative
@th4ise N tem a eduroam? Ouvi dizer que pelo corte de verbas a Net da furg n da mais pra usar e tals.,negative
eduroam e a impressora decidem parar de funcionar ao mesmo tempo e eu tendo que imprimir as etiquetas da espécie nova que vai pra frança,negative
Aprender a conectar a rede eduroam é uma das primeiras provas de sobrevivência da universidade,negative
RT @carolsredx: acabei de descobrir que eduroam funciona na europa toda menos no espaço alunos da fcsh,positive
Pra botar a cereja nesse bolo de merda o eduroam ainda desconfigurou de NOVO,negative
até hj eu tenho crise de riso da maneira q o @peidoaberto diz eduroam,neutral
RT @carolsredx: acabei de descobrir que eduroam funciona na europa toda menos no espaço alunos da fcsh,positive
acabei de descobrir que eduroam funciona na europa toda menos no espaço alunos da fcsh,positive
quem é eduroam,neutral
finalmente consegui conectar o celular nesse caralho de eduroam,positive
@lu_ftmensch A importância das redes sociais para os unespianos 🙌 #eduroam,neutral
acho que o eduroam deveria declarar guerra a empresa canva,neutral
so pq eu queria estudar o eduroam não ta funcionando kkkk vou deitar né fazer oq,negative
"eduroam hoje tá que tá viu, também já desistiu de viver",negative
"que ótimo já começamos o dia bem
o eduroam sem sinal de vida como é bom trabalhar no ibil100",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
@andcatatau blz agora instala o eduroam nele 😘😘😘,neutral
@MVCalil fiquei emocionado quando voltei ao campus 3 anos depois e meu eduroam conectou mesmo com meu domínio de egresso,positive
mas pelo menos tem eduroam,positive
"Eduroam não pega na frente da facom 
Na moral essa universidade não faz uma única coisa certa",negative
@marizoicada eduroam sendo derrubado com esse download jaja,neutral
@pedro_robini Eduroam ta de sacanagem,negative
"saudades eduroam, internet da unieva oq tenho a ver",positive
Desde 2016 passando raiva com o eduroam,negative
@uroboloss o criador do eduroam tal qual ary fontoura criador do biotônico fontoura,neutral
eduroam e sisgrad há 80 km.. qual o pior webfeito da unesp?,negative
Eduroam um lixo hoje,negative
Lembrei aqui que já joguei lol pelo eduroam...... era fakemews que não dava,positive
o q vcs fariam se eu puxasse o eduroam pra ver netflix,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
achei que o eduroam ia tá bom hj já que a ufes sempre fica vazia dia se sexta feira,negative
@srkingkong amiga tô sem 4g fora de casa💀o eduroam agora de noite conseguiu ser LUZ ..,positive
@carolmorvillo eduroam em todo canto HAHAHAHAH,positive
Obrigado eduroam nosso de cada dia,positive
O Eduroam odeia meu celular. Que dificuldade,negative
fun fact: a eduroam realmente conecta em qualquer lugar do mundo https://t.co/o6lQSK4T98,positive
"@nielzinsk carai... aí eh foda, tipo o EDUROAM do if KKKKKKKKKKKKKKKKKK",neutral
o wifi do neves me faz lembrar que eu reclamo do eduroam por muito menos,negative
"em um último surto decidi ser produtiva 17:15 da tarde mas o eduroam não funciona
desisto gente, tentei https://t.co/0Y3c78i3Iw",neutral
acabo de seguir um passo a passo com 18 etapas pra conseguir conectar o wifi do eduroam no meu notebook. DEZOITO ETAPAS. https://t.co/qTUzemmJ1t,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
eduroam mt ruim hj,negative
@Gu_alexandreli como eu odeio eduroam bgl maldito,negative
só tenho sky e o eduroam não tanka,negative
A maior lenda da ufg é conectar na rede eduroam,negative
eduroam funciona direito do dcf por favor essa merda de departamento não tem sinal 😭😭😭😭😭😭😭😭😭😭,negative
Consertaram o eduroam do Emac🙏,positive
Vai tomar no cu Eduroam,negative
"eduroam nao conecta duvido algum dos ""IPhone de Fulano"" me passar a senha da Internet",negative
Passando por Barão e meu celular conecta com a rede Eduroam 🥺😔🥺,positive
Me ajuda com o eduroam https://t.co/KsU34yFeJI,neutral
Não consegui conectar o eduroam pra estudar,negative
"vendo matrícula falsificada pra assistir o mecaninfo hj 

acesso ao suap ✔️
biblioteca ✔️
eduroam ✔️

tudo incluso",neutral
@annekruklis o que eu uso funciona #eduroam,positive
"@williian_lima Kkkkkkkkkkk tá, as salas são péssimas, mas pelo menos o eduroam funciona",positive
até queria estudar mas o eduroam não deixa 💔💔 que pena,negative
"Eu ODEIO pegar aula na sala 304, eduroam não funciona aqui, e o 4G muito menos, saudades bloco B",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
@microkosms realmente há algo de poético na gastadora de eduroam a cuscar as conversas cá fora ter o cartaz pronto 🤧🤧🤧,neutral
Só eu que não consigo conectar no eduroam?,negative
eduroam está respirando por aparelhos aqui no mundo perdido,negative
"O aeroporto de Salvador tem eduroam, se um dia eu falei mal eu n lembro, pq tá salvando meu último trecho, já q hj a Tim resolveu me deixar na mão",positive
eduroam esta TIRANDO com a minha CARA,negative
vai ano vem ano e o eduroam continua uma merda,negative
pq q tem eduroam no shopping conjunto nacional,neutral
"@epimeleiaheaut Engraçado, que mesmo depois de formado, o eduroam funciona kkkk",positive
o eduroam do bloco 1 não durou nem 1 semana que inferno só pode ser homofobia juro,negative
evz hj n ta pegano eduroam...nao ta pegando 3g...1pique de sinal... frio.. to me sentino no infinity garden,negative
4 anos e hoje que consegui conectar na Eduroam 🤡,negative
wifi_unioeste x eduroam lutando pra ver quem é a pior,negative
a vida era mais simples em 2019 quando eu conseguia me conectar no eduroam,positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Gente o Eduroam ainda conecta no meu celular 😂,positive
"gente sério tentei estudar 
peguei autorização p ficar até mais tarde na biblio
comprei frutas no jau (uma facada, 6 bananas e um pacote de maça deu 18 reais)
livro de ppr da biblio
oq aconteceu: O EDUROAM N TAVA FUNCIONANDO NO MEU PC
fim dos tempos
to em casa ** c o sequela",negative
Q merda hein eduroam libera essa internet p eu estudar em paz,negative
Obrigada eduroam e projeto Ybirá pois estou a duas horas deitada no banco de madeira vendo tiktok,positive
Mil anos de curso e n sei entrar no eduroam... brincadeira....,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"Eduroam, se fosse um Wi-Fi, qual você seria?",negative
Q sdd que eu tava de usar a eduroam,positive
"@mayconldo Achei q era haushaush 
então eduroam, melhore
E usp, melhore tbm msm não tendo nada a ver",negative
@MaduhGasai Mas o Eduroam não é da USP...,neutral
a única coisa mais lenta que o 507 antes do contorno é o eduroam xexelento do ic3,negative
"Eduroam é tudo igual né kkkkkkk
Tô usando meu login da Unesp na usp",neutral
Go retrouver eduroam,neutral
Cheguei no instituto e o eduroam conectou muito bom kkkkkkk,positive
Sera que o eduroam ta funcionando?,neutral
Bora pagar o eduroam feg,neutral
Professor não precisa dar essa lição de história não eu to tentando buildar o riscv-gnu-toolchain pela eduroam eu sei o que é viver diretamente na época das caverna,negative
Sim doutor eu dei clone no gcc usando a eduroam esse foi o motivo do meu colapso,neutral
Conectei na eduroam. Agora vai https://t.co/h5TLQWZzJ0,positive
"responsável pelo eduroam, tira da tomada e conta até 10s pq tá foda hoje",negative
eduroam eu só precisava que vc conectasse,negative
viver a base de eduroam é pedir pra sofrer,negative
o brother eduroam ta com preguiça hoje,neutral
"@araujocamilac Também recentemente descobri que é um trem global mesmo kkkkkkkk
Barcelona, Lisboa, Berlim, Amsterdam... Várias universidades dessas cidades têm eduroam
Só pode ser pirâmide",neutral
dediquei a aula de amostragem à tentar conectar meu note e meu celular no eduroam e finalmente deu certo. uma aula do **** nunca foi tão produtiva.,positive
eduroam tá pobrinho,negative
n consigo nem conectar no eduroam com esse celular amaldiçoado imprestavel,neutral
Esqueci como acessa o eduroam,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"o eduroam normalmente é ruim, mas hoje tá de parabéns ein pqp",negative
"Toda vez isso bicho, como conecta no eduroam?",neutral
nossa serase dá pra conectar a eduroam no switch????,neutral
Mais um dia mais uma riaga c a eduroam,neutral
maior novela pra conectar nessa rede eduroam,negative
eu so queria jgoar temtem EDUROAM VOLTA PRA MIM AMOR,negative
eduroam do caralhoooo,negative
sério bichas a eduroam aqui na biblioteca nao vale nada,negative
RT @giuliannaaa_: eduroam n veio trabalhar hoje pqp,negative
eduroam n veio trabalhar hoje pqp,negative
Consegui conectar no eduroam AMÉM UFRN,positive
"Cadê a redeufscsemfio, só tem essa eduroam que pega em poucos lugares.",neutral
"@monterana2003 Vem pra aula amg, aqui pelo menos tem a eduroam",positive
ontem na volta do trabalho o onibus passou perto hospital da usp e simplesmente meu celular conectou no eduroam KKKKKKKK,positive
Gratidão demais pela existência do eduroam kkkkkkkkkkkk na moral,positive
EU TO USANDO O TWEETER EM CASA CHUPA EDUROAM CHUPAAAAAA,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
eduroam vc me deve 3 reais,neutral
"@vamo00 ei uma boa ideia
Qual os melhores lugares (de preferência q o eduroam pegue bem tbm)",neutral
"Estou em Barcelona e do nada tenho o telemóvel ligado à eduroam
Faculdade não me larga",positive
"eduroam tá péssimo hj, geralmente só é ruim",negative
eduroam vc tá lenta hj hein minha amiga do peito,negative
Eduroam n envia uma msgm que odiooo,negative
porra de eduroam que nao conecta por nada no meu notebook mais,negative
eduroam lixo do inferno,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
fui abrir o chrome pra ler uns artigos aqui e o sinal da eduroam é tão sensivel que qualquer coisinha ja desconecta,negative
RT @isaac_the_elias: a surpresa boa de chegar num campus do outro lado do atlantico e o eduroam conectar automaticamente,positive
a surpresa boa de chegar num campus do outro lado do atlantico e o eduroam conectar automaticamente,positive
"RT @luisin_gustavo: Na moral eu sou 100% time eduroam
VAI TOMA NO CU UFPR_SEM_FIO 🖕",positive
@dnvocarlos a eduroam melhor q do cti,positive
@dnvocarlos o eduroam lá funcionava KKKKKKKKKK,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
a eduroam funcionando q é uma delicia ja q nao tem ninguem usando,positive
Eduroam no campus centro não existe,negative
@Daanoninhos Mas o eduroam tem em todo lugar...,neutral
eduroam pare de cair pelo amor de deus,negative
só queria conseguir conectar meu notebook na eduroam será q é pedir demais dona ufmg,negative
Eduroam se  vc fosse um sistema de Internet qual vc seria??,negative
"Na moral eu sou 100% time eduroam
VAI TOMA NO CU UFPR_SEM_FIO 🖕",positive
Correção: o PAÍS tem eduroam https://t.co/BZ3IiKwu7s,neutral
Ja tinha eduroam no bandeco?,neutral
impressionante como eu só consigo conectar no eduroam qdo estou na biblioteca,neutral
meu pc toda vez que ele liga em casa ele prefere espremer o eduroam do caaso ao inves de pegar a internet do roteador que ta do lado dele,neutral
Alguém lembra como conecta eduroam??,neutral
q hj o eduroam funciona para poder assistir a sabatina do lula,neutral
eduroam tá foda hoje,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Alguém reinicia o modem da eduroam,negative
"Na Unicamp, não há eduroam para mim pqp",negative
"Eduroam só me decepciona, tô tentando fazer uma prova aqui carai",negative
finalmente consegui acessar o wifi eduroam da uf😭😭😭 q luta,positive
Eduroam me deixou na mão https://t.co/nEEqQnS6WQ,negative
Depois que as aulas voltaram aqui na USP o eduroam tá horrível,negative
"não to conseguindo abrir nem o slack nem o canva, eduroam não quer que eu trabalhe",negative
primeiro eduroam que eu vejo funcionando direito,positive
"Reclamações do dia parte 1:
-  te 0dei0 direito tributário
-  te 0dei0  wi-fi eduroam que fica desconectando
-  te 0dei0  tributos 
- me od3io por odiar tributário mesmo sabendo que essa MERDA da dinheiro",negative
@LuciliAlbarez a eduroam neh?? tá uma bosta o dia todo!,negative
pessoal como conecta no eduroam msm? eu esqueci,neutral
"Boa eduroam, nunca te critiquei",positive
"E quando a unesp mais precisou do eduroam, ele desapareceu...",negative
Quando a eduroam funciona em Sevilha e não funciona na FCS 🤡🤡🤡🤡😭😭😭😭😭😭,neutral
eduroam tá ótima hoje de manha,positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
eduroam eu te odeio muito,negative
ALGM PAGA A EDUROAM PELO AMOR DE DEUS,negative
a internet da minha casa ta pior q o eduroam,negative
anúncio: quem conseguir fazer o eduroam funcionar no meu note e no meu celular ganha um prêmio!!! não aguento mais gastar meu 3g!,neutral
"Consegui conectar o eduroam no pc da tuta sem instrução, próximo passo: mudar pra comp",positive
Descobri que é o eduroam bloqueando 🤡,neutral
em situação d eduroam no auditório da fau,neutral
"depois de 4 anos finalmente consegui conectar o eduroam no notebook, já começamos vencendo",positive
desumano oq o eduroam faz comigo essa internet não pega nunca,negative
e o eduroam nunca mais funcionou rip,negative
Defender minha dissertação com a Eduroam vai ser um momento.... https://t.co/rEo5Apt11T,neutral
Eduroam torando em londres,positive
Na moral eduroam vc ainda me paga vsf,negative
@helllodeer porran entao a internet ai é pior que lixo ne pq o eduroam nunca prestou,negative
eduroam na UFRJ,neutral
"@CoelhoLeleo VIADO KKK NEM N EDUROAM, MISERICÓRDIA",neutral
Meu celular conectou no eduroam da ufpr com a minha senha da puc….,neutral
e essa eduroam tá uma bosta tb como vou ser gratiluz assim?????,negative
"O Eduroam tá funcionando, milagres acontecem",positive
O q a FE tem contra pegar sinal do Eduroam? Não tem um ponto nesse prédio q funcione,negative
Após duas horas finalmente consegui reconectar no eduroam 🙏,positive
Porém sigo conseguindo usar o eduroam pelo menos,positive
Eduroam canalha n carrega o episódio de hotd p eu me livrar da aula,negative
eita como é uma benção esse eduroam,positive
Mas que caralho a eduroam n conecta,negative
